fscl_yr_nb,fscl_mo_nb,fscl_mo_nm,VendorNbr,SkuNbr,Received Qty
2015,12,SEPTEMBER,000192801,06110148,16 
2015,12,SEPTEMBER,000192801,06110153,96 
2015,12,SEPTEMBER,000195736,05110072,276 
2015,12,SEPTEMBER,000370467,06160481,10 
2015,9,JUNE,200515,79BL7150,160 
2015,9,JUNE,200520,04140118,450 
2015,9,JUNE,200633,07160244,238 
2015,9,JUNE,751650,04120050,100 
2015,9,JUNE,751650,04125006,25 
2015,9,JUNE,000074425,06159177,"1,700 "
2015,9,JUNE,000192801,06110010,36 
2015,9,JUNE,000192801,06110142,184 
2015,9,JUNE,000192801,06110153,256 
2015,9,JUNE,000364514,79BL0420,312 
2015,9,JUNE,000364514,79BL0940,32 
2015,9,JUNE,000364514,79BL7060,64 
2015,9,JUNE,000402059,06161602,820 
2015,9,JUNE,000402183,01110003,"18,334 "
2015,9,JUNE,000418043,70117904,60 
2015,9,JUNE,000418043,73733523,120 
2015,9,JUNE,000418043,77115674,120 
2015,9,JUNE,000418043,78780083,264 
2015,9,JUNE,013348,05130018,560 
2015,9,JUNE,017911,75754513,"1,320 "
2015,9,JUNE,048249,09150018,8 
2015,9,JUNE,049070,06168200,720 
2015,9,JUNE,058829,06110133,100 
2015,9,JUNE,076005,10140016,120 
2015,9,JUNE,187101,04130072,288 
2015,9,JUNE,200002,06164430,192 
2015,9,JUNE,200002,06168027,962 
2015,9,JUNE,200002,80800015,20 
2015,9,JUNE,200299,07161409,405 
2015,9,JUNE,200299,07161417,990 
2015,9,JUNE,200362,06161071,864 
2015,9,JUNE,200515,79BL1100,8 
2015,9,JUNE,200515,79BL2380,128 
2015,9,JUNE,201160,07168207,700 
2015,9,JUNE,502589,06146036,384 
2015,9,JUNE,751650,04120026,640 
2015,9,JUNE,751650,04120028,494 
2015,12,SEPTEMBER,751650,04120018,188 
2015,12,SEPTEMBER,751650,04120059,720 
2015,12,SEPTEMBER,000002810,06140202,100 
2015,12,SEPTEMBER,000192801,06110030,12 
2015,12,SEPTEMBER,000192801,06110143,12 
2015,12,SEPTEMBER,000341588,06110318,22 
2015,12,SEPTEMBER,000364514,79CN0035,50 
2015,12,SEPTEMBER,000364514,79NR1076,100 
2015,12,SEPTEMBER,000402059,06160077,180 
2015,12,SEPTEMBER,000418043,70111554,120 
2015,12,SEPTEMBER,000454231,05172009,45 
2015,12,SEPTEMBER,000454231,05174000,90 
2015,12,SEPTEMBER,017743,05130032,160 
2015,12,SEPTEMBER,017911,70118174,336 
2015,12,SEPTEMBER,055386,70117094,12 
2015,12,SEPTEMBER,200002,05110057,100 
2015,12,SEPTEMBER,200002,05110070,280 
2015,12,SEPTEMBER,200362,06169157,522 
2015,12,SEPTEMBER,200596,06168301,50 
2015,12,SEPTEMBER,292238,05150080,748 
2015,12,SEPTEMBER,751650,04120012,56 
2015,12,SEPTEMBER,000418043,70110354,120 
2015,12,SEPTEMBER,000418043,70110944,480 
2015,12,SEPTEMBER,000418043,73733523,240 
2015,12,SEPTEMBER,000422837,06166102,36 
2015,12,SEPTEMBER,000454231,05173072,245 
2015,12,SEPTEMBER,000454231,05174004,90 
2015,12,SEPTEMBER,000454231,05176000,450 
2015,12,SEPTEMBER,000454317,10117015,"3,456 "
2015,12,SEPTEMBER,058829,06110048,112 
2015,12,SEPTEMBER,076005,09110122,175 
2015,12,SEPTEMBER,076005,09150817,450 
2015,12,SEPTEMBER,076005,09169060,"2,100 "
2015,12,SEPTEMBER,187101,04130090,32 
2015,12,SEPTEMBER,200002,06160141,15 
2015,12,SEPTEMBER,200002,10120008,12 
2015,12,SEPTEMBER,200002,10120035,16 
2015,12,SEPTEMBER,200362,06160420,71 
2015,12,SEPTEMBER,200362,06160599,216 
2015,12,SEPTEMBER,200515,79BL0110,16 
2015,12,SEPTEMBER,200515,79CN0086,4 
2015,12,SEPTEMBER,201160,07168178,200 
2015,12,SEPTEMBER,292238,05150098,"1,950 "
2015,12,SEPTEMBER,502589,06146035,450 
2015,12,SEPTEMBER,751650,04120002,45 
2015,12,SEPTEMBER,751650,04120005,150 
2015,12,SEPTEMBER,751650,04125011,"1,280 "
2015,12,SEPTEMBER,000192801,06110029,276 
2015,12,SEPTEMBER,000287768,03130075,210 
2015,12,SEPTEMBER,000364514,79NR7827,150 
2015,12,SEPTEMBER,000364514,79PKCN16,550 
2015,12,SEPTEMBER,000370467,06165005,112 
2015,12,SEPTEMBER,000402059,06164451,348 
2015,12,SEPTEMBER,000418043,70126804,120 
2015,12,SEPTEMBER,000418043,74741783,528 
2015,12,SEPTEMBER,013348,06160016,144 
2015,10,JULY,023088,06148207,60 
2015,10,JULY,031731,09110051,405 
2015,10,JULY,033778,06161616,150 
2015,10,JULY,033778,06161648,450 
2015,10,JULY,048249,09110071,140 
2015,10,JULY,048249,09110072,110 
2015,10,JULY,048249,09120026,60 
2015,10,JULY,049070,06136031,300 
2015,10,JULY,049070,06161630,"3,910 "
2015,10,JULY,058829,06110048,224 
2015,10,JULY,067590,01127023,500 
2015,10,JULY,076005,09150817,"1,530 "
2015,10,JULY,187101,04130091,272 
2015,10,JULY,200002,06160053,60 
2015,10,JULY,200002,06163610,270 
2015,10,JULY,200002,06164408,252 
2015,10,JULY,200002,10120008,36 
2015,10,JULY,200221,04110030,"3,290 "
2015,10,JULY,200362,06160332,270 
2015,10,JULY,200362,06160605,360 
2015,10,JULY,200362,06161054,576 
2015,10,JULY,200633,07160252,"1,064 "
2015,10,JULY,455075,06160300,30 
2015,10,JULY,501084,06166191,190 
2015,10,JULY,751650,04125006,20 
2015,10,JULY,751650,04127011,360 
2015,11,AUGUST,000016204,05176006,"1,400 "
2015,11,AUGUST,000074425,06150033,100 
2015,11,AUGUST,000341588,06110319,45 
2015,11,AUGUST,000364514,79BL1270,32 
2015,11,AUGUST,000364514,79NR1076,100 
2015,11,AUGUST,010913,06160465,56 
2015,11,AUGUST,200002,05178005,15 
2015,11,AUGUST,200002,06160040,96 
2015,11,AUGUST,200002,06160168,42 
