SkuNbr,SkuDesc,Flow,Whs,Uom,UnitsPerCase,LeadTime,UomCube,UomWeight,PrimVendorNbr,ShelfLifeDays,Commodity
06160003,GROCERIES  7060,WH,D,CA,24,5,0.53,31.2,200002,365,GR00
06160006,GROCERIES  7063,WH,D,TK,1,2,0,0,000035436,,GR00
06160008,GROCERIES  7065,WH,D,CA,2,10,0.68,25,000422837,730,GR00
06160010,BEVERAGE - SYRUPS 7066,WH,D,CA,24,10,0.5,20.5,200362,,BV30
06160011,GROCERIES  7067,WH,D,CA,2,10,1,17.6,000422837,730,GR00
06160012,GROCERIES  7068,WH,D,CA,1,10,1,22,000422837,730,GR00
06160013,BEVERAGE - SYRUPS 7069,WH,D,CA,24,10,0.5,20.5,200362,91,BV30
06160014,BUTTER/MARGINE ITEMS 7070,WH,P,CA,36,10,0.75,37.2,013348,180,DR05
06160015,GROCERIES  7071,WH,D,CA,1,10,0.96,42,000422837,730,GR00
06160016,BUTTER/MARGINE ITEMS 7072,WH,P,CA,20,10,1.08,21.5,013348,180,DR05
06160017,GROCERIES  7073,WH,D,CA,4,10,1.03,34,000422837,730,GR00
06160019,GROCERIES  7074,WH,D,CA,1,10,0.84,36.35,000402059,270,GR00
06160020,GROCERIES  7075,WH,D,CA,1,10,0,5,000003,,GR00
06160021,BEVERAGE - SYRUPS 7076,WH,D,CA,24,9,0.71,22.35,000003,273,BV30
06160022,GROCERIES  7077,WH,D,CA,1,19,1.5,46.35,614640,365,GR00
06160024,BEVERAGE - SYRUPS 7078,WH,D,CA,24,6,0.49,18,000003,273,BV30
06160025,BEVERAGE  7079,WH,D,EA,12,19,0.55,100,000035436,,BV00
06160032,GROCERIES  7080,WH,D,CA,1,25,1.07,38,044580,270,GR00
06160033,BUTTER/MARGINE ITEMS 7081,WH,P,CA,30,10,0.6,31,013348,240,DR05
06160034,MAYONNAISE 7082,WH,P,CA,4,10,0.97,34,200728,120,GR35
06160036,MAYONNAISE 7083,WH,P,CA,4,11,0.91,32,200728,120,GR35
06160037,GROCERIES  7084,WH,D,CA,4,5,0.98,32.4,200002,365,GR00
06160039,GROCERIES  7085,WH,D,CA,6,10,0.47,20.1,201139,270,GR00
06160040,GROCERIES  7086,WH,D,CA,3,5,0.27,6,200002,730,GR00
06160042,MAYONNAISE 7088,WH,D,CA,6,12,0.96,44.15,049070,360,GR35
06160044,GROCERIES  7090,WH,D,CA,1,11,1.34,52.96,200728,365,GR00
06160047,GROCERIES  7091,WH,P,CA,4,13,0.97,32,200728,180,GR00
06160049,GROCERIES  7092,WH,D,CA,10,15,1.09,52.5,000346047,730,GR00
06160050,GROCERIES  7093,WH,D,CA,1,12,4.09,52.96,000402059,180,GR00
06160052,GROCERIES  7094,WH,D,CA,4,10,1,40.5,016901,730,GR00
06160053,GROCERIES  7095,WH,D,CA,1,5,0.69,30.8,200002,365,GR00
06160054,GROCERIES  7096,WH,D,CA,1,15,0.54,28.5,049070,360,GR00
06160059,GROCERIES  7097,WH,D,CA,1,4,0.26,8.85,000067230,180,GR00
06160060,GROCERIES  7098,WH,D,CA,1,18,0,0,000003,,GR00
06160062,GROCERIES  7099,WH,D,CA,24,5,0.52,17.2,200002,720,GR00
06160064,GROCERIES  7100,WH,D,CT,1,10,1.14,51.7,000402059,450,GR00
06160065,GROCERIES  7101,WH,D,CA,1,12,1.09,51.4,044580,365,GR00
06160067,GROCERIES  7102,WH,D,CA,1200,5,0,0,033778,365,GR00
06160070,COFFEE ITEMS 7103,WH,D,CA,120,14,0.16,1.45,033778,365,BV15
06160073,GROCERIES  7104,WH,D,CA,1,5,1.34,52.05,200002,540,GR00
06160074,GROCERIES  7105,WH,D,CA,1,14,0.78,40.85,000003,,GR00
06160075,GROCERIES  7106,WH,D,CA,1,8,1.1,50.5,201089,365,GR00
06160076,GROCERIES  7107,WH,D,CA,2000,8,0.41,13.8,201089,365,GR00
06160077,GROCERIES  7108,WH,D,CA,1,7,0.85,36.8,000402059,270,GR00
06160078,GROCERIES  7109,WH,D,CA,24,8,0.88,28.8,201089,365,GR00
06160079,GROCERIES  7110,WH,D,EA,1,2,0.88,36.8,000003,,GR00
06160080,GROCERIES  7111,WH,D,CA,1,24,0.64,14.9,049070,240,GR00
06160081,COFFEE ITEMS 7112,WH,D,CA,300,13,0.22,4.63,033778,365,BV15
06160085,BEVERAGE  7113,WH,D,CA,120,7,0.2,0.7,033778,365,BV00
06160086,BEVERAGE  7114,WH,D,CA,120,13,0.22,1.35,033778,365,BV00
06160087,COFFEE ITEMS 7115,WH,D,CA,6,5,0,1.06,033778,365,BV15
06160088,GROCERIES  7116,WH,D,CA,6,4,0,24.9,044131,270,GR00
06160089,GROCERIES  7117,WH,D,CA,1,16,0.61,29.3,049070,,GR00
06160090,GROCERIES  7118,WH,D,CA,1,9,1.8,55.2,000003,,GR00
06160092,GROCERIES  7119,WH,D,CA,4,12,1.66,40,000182475,730,GR00
06160094,GROCERIES  7120,WH,D,CA,4,12,1.85,37,000182475,730,GR00
06160095,COFFEE ITEMS 7121,WH,D,CA,1,7,0.84,5.6,000003,,BV15
06160096,COFFEE ITEMS 7122,WH,D,CA,1,7,0.91,5.75,000003,,BV15
06160098,GROCERIES  7123,WH,D,CA,6,12,0.25,3,033778,365,GR00
06160100,GROCERIES  7124,WH,D,CA,4,4,1.08,36.5,000067230,365,GR00
06160101,COFFEE/CHOC. ITEMS 7125,WH,D,CA,300,8,1.19,17.6,501084,810,GR5015
06160102,COFFEE/CHOC. ITEMS 7126,WH,D,CA,12,9,1.02,23.8,501084,548,GR5015
06160106,GROCERIES  7127,WH,D,CA,1,24,0.27,7.45,049070,270,GR00
06160107,GROCERIES  7128,WH,D,CA,1,9,0.61,25.2,000003,,GR00
06160108,BEVERAGE - SYRUPS 7129,WH,D,CA,4,15,0.67,18.9,200329,730,BV30
06160111,GROCERIES  7130,WH,D,CA,12,3,0.94,32,019227,,GR00
06160112,BEVERAGE  7131,WH,M,CA,12,4,0,19,000067230,730,BV00
06160115,BEVERAGE - SYRUPS 7132,WH,D,CA,12,10,1.41,45.6,200362,273,BV30
06160116,BEVERAGE - SYRUPS 7133,WH,D,CA,24,10,0.49,20.3,200362,273,BV30
06160118,GROCERIES  7134,WH,P,CA,4,4,1.27,37,000370467,,GR00
06160119,BEVERAGE - SYRUPS 7135,WH,D,CA,24,10,0.5,19.8,200362,273,BV30
06160122,COFFEE ITEMS 7136,WH,D,CA,24,8,0.5,20.5,200362,273,BV15
06160128,GROCERIES  7137,WH,D,CA,1,10,0.93,44,005086,730,GR00
06160129,GROCERIES  7138,WH,D,CA,1,10,0.93,43.6,005086,730,GR00
06160130,GROCERIES  7139,WH,D,CA,3,30,1.3,30,200002,365,GR00
06160131,BEVERAGE - SYRUPS 7140,WH,D,CA,6,17,0.85,31.2,200600,365,BV30
06160134,GROCERIES  7141,WH,D,CA,6,24,0.41,16.1,049070,901,GR00
06160137,GROCERIES  7142,WH,D,CA,1,12,0,0,000003,,GR00
06160139,GROCERIES  7143,WH,D,CA,4,5,0.63,19,200002,365,GR00
06160141,GROCERIES  7144,WH,D,CA,4,5,0.64,20,200002,365,GR00
06160144,GROCERIES  7145,WH,P,CA,48,8,0.52,14.4,200002,70,GR00
06160145,GROCERIES  7146,WH,D,CA,4,5,0.63,19,200002,365,GR00
06160149,BEVERAGE - SYRUPS 7147,WH,D,CA,24,14,0,0,000003,,BV30
06160156,GROCERIES  7148,WH,D,CA,1,2,0,0,000003,,GR00
06160159,BEVERAGE - SYRUPS 7149,WH,D,CA,24,10,1.18,35.05,200362,89,BV30
06160160,BEVERAGE - SYRUPS 7150,WH,D,CA,24,2,1.14,30,000003,89,BV30
06160161,BEVERAGE - SYRUPS 7151,WH,D,CA,24,5,1.18,35.05,000003,89,BV30
06160162,BEVERAGE - SYRUPS 7152,WH,D,CA,24,2,1.18,35.05,000003,89,BV30
06160163,BEVERAGE - SYRUPS 7153,WH,D,CA,24,2,1.18,35.05,000003,89,BV30
06160164,BEVERAGE - SYRUPS 7154,WH,D,CA,24,5,1.18,35.05,000003,89,BV30
06160165,BEVERAGE - SYRUPS 7155,WH,D,CA,24,10,1.18,35.05,200362,89,BV30
06160168,GROCERIES  7156,WH,D,CA,12,5,0.3,10.5,200002,999,GR00
06160169,GROCERIES  7157,WH,D,CA,1,5,1.25,52.05,200002,540,GR00
06160170,GROCERIES  7158,WH,D,CA,1,8,1.1,50.5,201089,180,GR00
06160174,GROCERIES  7159,WH,D,CA,200,24,0.26,5.4,049070,240,GR00
06160175,GROCERIES  7160,WH,D,CA,6,15,1.34,49.35,049070,720,GR00
06160180,GROCERIES  7161,WH,D,CA,200,5,0.28,3.95,200002,180,GR00
06160181,GROCERIES  7162,WH,D,CA,200,6,0.14,3.75,200002,540,GR00
06160183,GROCERIES  7163,WH,D,CA,1,2,0,0,000003,,GR00
06160186,GROCERIES  7164,WH,D,CA,2,24,0.55,27.65,049070,360,GR00
06160192,MAYONNAISE 7165,WH,P,CA,1,11,1,1,000003,,GR35
06160193,GROCERIES  7166,WH,D,CA,6,5,0.5,19.8,200002,180,GR00
06160197,GROCERIES  7167,WH,D,CA,2,11,0.58,24.3,049070,270,GR00
06160200,COFFEE/CHOC. ITEMS 7168,WH,D,CA,12,7,1.02,23.8,501084,548,GR5015
06160201,COFFEE/CHOC. ITEMS 7169,WH,D,CA,300,6,0,13.3,501084,365,GR5015
06160203,BEVERAGE  7170,WH,D,CA,12,5,1.02,19.6,501084,,BV00
06160205,GROCERIES  7171,WH,D,CA,1,14,0.51,43.65,000003,,GR00
06160210,BEVERAGE - SYRUPS 7172,WH,D,CA,24,5,0.49,20.55,187000,,BV30
06160223,GROCERIES  7173,WH,D,CA,480,18,0,6.37,044580,730,GR00
06160226,JUICES 7175,WH,D,CA,12,5,1.27,41.4,200002,365,BV25
06160240,BEVERAGE  7179,WH,D,TK,1,5,0.15,25,000035436,,BV00
06160242,GROCERIES  7180,WH,D,TK,1,26,2.3,25,000035436,,GR00
06160250,GROCERIES  7181,WH,D,CA,24,5,0.36,18,200002,990,GR00
06160258,GROCERIES  7182,WH,D,CA,6,25,0.91,36.75,049070,360,GR00
06160260,GROCERIES  7183,WH,D,CA,48,7,0.63,6.31,000003,,GR00
06160261,GROCERIES  7184,WH,D,CA,48,7,0.63,6.31,000003,,GR00
06160262,GROCERIES  7185,WH,D,CA,48,7,0.63,6.31,000003,,GR00
06160269,GROCERIES  7186,WH,D,CA,12,4,0.57,19.4,000003,270,GR00
06160270,GROCERIES  7187,WH,D,CA,50,12,0.28,7,000003,,GR00
06160271,GROCERIES  7188,WH,P,CA,100,12,0.3,5.68,200728,,GR00
06160273,GROCERIES  7189,WH,P,CA,1,12,0.39,6.06,200728,210,GR00
06160274,GROCERIES  7190,WH,P,CA,60,11,0,6.63,200728,180,GR00
06160275,GROCERIES  7191,WH,P,CA,1,13,0.3,6.62,200728,150,GR00
06160276,GROCERIES  7192,WH,P,CA,1,11,0.39,6.62,200728,210,GR00
06160277,GROCERIES  7193,WH,P,CA,1,13,0.3,6.62,200728,210,GR00
06160278,GROCERIES  7194,WH,D,CA,1,27,0.25,5.65,000003,,GR00
06160279,GROCERIES  7195,WH,P,CA,4,7,1,34,000003,90,GR00
06160281,GROCERIES  7196,WH,D,CA,1,24,0.43,10.5,049070,270,GR00
06160282,GROCERIES  7197,WH,D,CA,1,24,0.25,6.8,049070,270,GR00
06160283,GROCERIES  7198,WH,D,CA,1,13,0.69,21.65,049070,270,GR00
06160285,GROCERIES  7199,WH,D,CA,1,11,0.43,11,049070,240,GR00
06160287,GROCERIES  7200,WH,D,CA,1,13,0.28,7.2,049070,180,GR00
06160290,GROCERIES  7201,WH,D,CA,200,8,0.27,8,455075,180,GR00
06160292,GROCERIES  7202,WH,D,CA,4,8,1.17,36.95,200644,730,GR00
06160293,GROCERIES  7203,WH,D,CA,24,5,0.36,18,200002,990,GR00
06160294,GROCERIES  7204,WH,D,CA,1,2,0.42,12.95,000003,,GR00
06160296,GROCERIES  7205,WH,D,CA,1,10,0.36,9.75,000003,,GR00
06160297,GROCERIES  7206,CD,D,CA,1,112,0.36,9.85,000003,,GR00
06160298,MAYONNAISE 7207,WH,D,CA,1,24,0.64,14.7,049070,240,GR35
06160299,GROCERIES  7208,WH,D,CA,72,8,0.94,21.8,200644,365,GR00
06160300,GROCERIES  7209,WH,D,CA,6,8,1.01,55.2,455075,730,GR00
06160301,GROCERIES  7210,WH,D,CA,6,8,1.03,55.2,455075,730,GR00
06160307,BEVERAGE - SYRUPS 7211,WH,D,CA,24,10,1.54,40.25,200362,89,BV30
06160308,BEVERAGE - SYRUPS 7212,WH,D,CA,24,10,1.54,40.25,200362,89,BV30
06160309,BEVERAGE - SYRUPS 7213,WH,D,CA,12,10,1.54,40.25,200362,89,BV30
06160310,GROCERIES  7214,WH,D,CA,2,4,0.59,51.8,000067230,270,GR00
06160315,GROCERIES  7215,WH,D,CA,72,8,0.38,15.05,455075,730,GR00
06160318,GROCERIES  7216,WH,D,CA,72,8,0.25,13.8,455075,730,GR00
06160321,JUICES 7217,WH,D,CA,27,5,0.32,17,000002,180,BV25
06160322,GROCERIES  7218,WH,D,CA,6,10,0,17.7,016901,730,GR00
06160324,GROCERIES  7219,WH,D,CA,6,3,1,6.12,000003,,GR00
06160326,GROCERIES  7220,WH,D,CA,72,8,0.38,15,455075,730,GR00
06160327,GROCERIES  7221,WH,D,CA,72,12,0.25,14,455075,730,GR00
06160329,BEVERAGE - SYRUPS 7222,WH,D,CA,24,10,1.14,36.3,200362,89,BV30
06160330,BEVERAGE - SYRUPS 7223,WH,D,CA,24,10,1.14,36.3,200362,89,BV30
06160331,BEVERAGE - SYRUPS 7224,WH,D,CA,24,10,1.14,36.3,200362,89,BV30
06160332,BEVERAGE - SYRUPS 7225,WH,D,CA,24,10,1.14,36.35,200362,89,BV30
06160333,BEVERAGE - SYRUPS 7226,WH,D,CA,24,10,1.14,36.3,200362,89,BV30
06160335,BEVERAGE - SYRUPS 7227,WH,D,CA,24,10,1,35,200362,270,BV30
06160336,BEVERAGE - SYRUPS 7228,WH,D,CA,24,10,1.07,35.8,200362,270,BV30
06160338,BEVERAGE - SYRUPS 7229,WH,D,CA,24,10,1.87,35.8,200362,270,BV30
06160339,JUICES 7230,WH,D,CA,24,10,1.87,30,200362,89,BV25
06160342,JUICES 7231,WH,D,CA,24,10,1.14,36.35,000003,89,BV25
06160343,BEVERAGE  7232,WH,D,CA,24,2,1.17,30,000003,89,BV00
06160344,GROCERIES  7233,WH,D,CA,24,8,0.77,26.4,201089,365,GR00
06160345,GROCERIES  7234,WH,D,CA,4,10,1.48,45.4,200002,730,GR00
06160348,BEVERAGE  7235,WH,D,CA,24,75,1.45,43.8,000003,270,BV00
06160350,GROCERIES  7236,WH,D,CA,2,5,1,21.5,000003,,GR00
06160351,GROCERIES  7237,WH,D,CA,120,7,0.18,1.25,033778,365,GR00
06160352,GROCERIES  7238,WH,D,CA,120,9,0.22,1.25,033778,365,GR00
06160353,GROCERIES  7239,WH,D,CA,120,7,0.22,1.25,033778,365,GR00
06160354,GROCERIES  7240,WH,D,CA,150,14,0.22,1.75,033778,365,GR00
06160355,GROCERIES  7241,WH,D,CA,120,15,0.22,1.25,033778,365,GR00
06160356,GROCERIES  7242,WH,D,CA,150,17,0.19,1.75,000003,,GR00
06160357,GROCERIES  7243,WH,D,CA,120,8,0.19,1.75,033778,365,GR00
06160358,GROCERIES  7244,WH,D,CA,120,13,0.22,1.75,033778,365,GR00
06160359,GROCERIES  7245,WH,D,CA,150,11,0.22,2.05,033778,365,GR00
06160360,GROCERIES  7246,WH,D,CA,120,13,0.22,1.75,033778,365,GR00
06160363,GROCERIES  7247,WH,D,CA,150,8,0.19,1.75,000003,,GR00
06160368,BEVERAGE  7248,WH,D,CA,24,7,1.12,34,000003,182,BV00
06160369,BEVERAGE  7249,WH,D,CA,24,8,0.49,30,000003,182,BV00
06160370,BEVERAGE  7250,WH,D,CA,24,23,0.49,30,000003,182,BV00
06160371,BEVERAGE  7251,WH,D,CA,24,7,0.49,30,000003,182,BV00
06160373,GROCERIES  7252,WH,D,CA,45,20,1.33,47.3,000227887,180,GR00
06160374,GROCERIES  7253,WH,D,CA,4,4,1.18,48.8,000067230,365,GR00
06160376,GROCERIES  7254,WH,D,CA,120,7,0.18,1.25,033778,365,GR00
06160377,GROCERIES  7255,WH,D,CA,25,5,1,1,000003,,GR00
06160381,GROCERIES  7256,WH,D,CA,24,2,1.07,36.06,187000,,GR00
06160385,GROCERIES  7257,WH,D,CA,6,5,0.98,44.8,200002,999,GR00
06160390,GROCERIES  7258,WH,D,CA,1,6,0.81,36.3,000003,,GR00
06160392,BEVERAGE - SYRUPS 7259,WH,D,CA,24,10,0.5,19.8,200362,273,BV30
06160398,GROCERIES  7260,WH,D,CA,6,5,0.98,44.8,200002,999,GR00
06160416,GROCERIES  7261,WH,P,CA,1,7,0,0,000003,,GR00
06160417,GROCERIES  7262,WH,D,CA,1,7,1.27,31.55,000003,,GR00
06160420,BEVERAGE  7263,WH,D,CA,12,10,0.24,9,200362,364,BV00
06160431,GROCERIES  7264,WH,D,CA,4,11,1,32,000003,,GR00
06160432,GROCERIES  7265,WH,D,CA,1,15,1.02,36.9,000003,,GR00
06160440,BEVERAGE  7266,WH,D,CA,24,7,1.04,20.6,000003,,BV00
06160442,BEVERAGE  7267,WH,D,CA,24,7,1.04,20.6,000003,60,BV00
06160444,BEVERAGE  7268,WH,D,CA,24,7,1.04,20.6,000003,60,BV00
06160446,BOTTLED WATER 7269,WH,D,CA,12,10,0.39,12.2,200362,30,BV10
06160448,BEVERAGE  7270,WH,D,CA,24,10,1,18,200362,30,BV00
06160450,BEVERAGE  7271,WH,D,CA,12,10,2.38,12.67,200362,60,BV00
06160452,BEVERAGE  7272,WH,D,CA,12,10,1.13,12.67,200362,60,BV00
06160454,BEVERAGE  7273,WH,D,CA,24,21,1.19,30,200362,182,BV00
06160455,GROCERIES  7274,WH,D,CA,4,12,0.97,37.28,000402059,180,GR00
06160456,GROCERIES  7275,WH,D,CA,4,12,0.97,36.68,000402059,150,GR00
06160457,GROCERIES  7276,WH,P,CA,4,12,0.97,34.08,000402059,150,GR00
06160458,GROCERIES  7277,WH,P,CA,4,12,0.98,36.08,000402059,180,GR00
06160459,HEALTH FOOD ITEMS 7278,WH,D,CA,12,10,0.51,10.6,200587,365,GR5010
06160460,HEALTH FOOD ITEMS 7279,WH,D,CA,12,10,0.68,10.6,200587,365,GR5010
06160461,HEALTH FOOD ITEMS 7280,WH,D,CA,12,10,0.31,10.6,200587,365,GR5010
06160462,GROCERIES GENERAL 7281,WH,D,CA,6,5,0.84,29,200002,366,GR50
06160463,GROCERIES GENERAL 7282,WH,D,CA,6,5,0.98,45.5,010913,730,GR50
06160464,GROCERIES GENERAL 7283,WH,D,CA,6,5,0.98,45.5,010913,730,GR50
06160465,GROCERIES GENERAL 7284,WH,D,CA,6,5,0.98,45.5,010913,730,GR50
06160466,VEGETABLES CANNED 7285,WH,D,CA,6,5,1.02,44,200002,730,GR20
06160467,GROCERIES  7286,WH,D,CA,4,10,0.87,39,000239926,365,GR00
06160469,GROCERIES CANNED  FRUIT 7288,WH,D,CA,36,7,16,8.3,030589,365,GR10
06160470,CEREAL/PASTA/RICE 7289,WH,D,CA,12,10,1,15.2,200587,960,GR5005
06160475,GROCERIES  7294,WH,D,EA,1,9,0.82,35,614640,360,GR00
06160476,BEVERAGE  7295,WH,D,CA,12,7,2.38,14.5,200362,270,BV00
06160477,GROCERIES  7296,WH,D,CA,4,5,0.61,18.5,200002,365,GR00
06160478,CEREAL/PASTA/RICE 7297,WH,D,CA,9,10,0.94,21.16,200587,365,GR5005
06160479,GROCERIES GENERAL 7298,WH,D,CA,5,5,1.29,12.6,200002,210,GR50
06160480,GROCERIES GENERAL 7299,WH,D,CA,5,5,1.29,12.6,200002,210,GR50
06160481,GROCERIES  7300,WH,D,CA,6,5,1.02,20,000370467,180,GR00
06160482,GROCERIES  7301,WH,P,CA,4,12,0.97,35.55,200728,180,GR00
06160483,GROCERIES  7302,WH,D,CA,10,22,1.11,52.06,000478391,450,GR00
06160484,BEVERAGE - SYRUPS 7303,WH,D,CA,24,11,2.78,34.9,200362,90,BV30
06160485,BEVERAGE - SYRUPS 7304,WH,D,CA,12,7,0.5,9,200362,90,BV30
06160486,GROCERIES  7305,WH,D,CA,24,10,2.5,33.6,200362,90,GR00
06160487,GROCERIES  7306,WH,D,CA,8,14,0.37,18.01,000422837,365,GR00
06160488,GROCERIES  7307,WH,D,CA,12,7,1.02,23.9,501084,540,GR00
06160489,GROCERIES  7308,WH,D,CA,12,7,1.02,25.7,501084,540,GR00
06160500,JUICES 7309,WH,D,CA,24,10,0.55,18,187101,364,BV25
06160501,JUICES 7310,WH,D,CA,24,10,0.61,19.8,187101,182,BV25
06160502,JUICES 7311,WH,D,CA,24,6,0.49,20.95,000003,182,BV25
06160507,BEVERAGE - SYRUPS 7312,WH,D,CA,24,2,0.77,31,000003,,BV30
06160512,GROCERIES  7313,WH,D,CA,24,5,0,27.2,000002,,GR00
06160513,GROCERIES  7314,WH,D,CA,24,6,0,27.2,000002,,GR00
06160520,GROCERIES  7315,WH,D,CA,12,4,0.94,43.9,000067230,270,GR00
06160521,GROCERIES  7316,WH,D,CA,1,10,0.92,36.6,000003,,GR00
06160542,JUICES 7317,WH,D,CA,24,2,0.91,38.5,000003,182,BV25
06160543,JUICES 7318,WH,D,CA,12,10,0.9,43.5,030589,999,BV25
06160552,JUICES 7319,WH,D,CA,24,11,0.81,38.5,200362,182,BV25
06160554,BEVERAGE  7320,WH,D,CA,12,10,0.5,9,200362,60,BV00
06160557,GROCERIES  7321,WH,D,CA,100,10,0.27,7.25,049070,240,GR00
06160557,GROCERIES  7322,WH,P,CA,100,10,0.27,7.25,049070,240,GR00
06160558,GROCERIES  7323,WH,P,CA,12,11,0.48,15.4,200728,547,GR00
06160562,JUICES 7324,WH,D,CA,24,10,0.81,38.5,187101,182,BV25
06160564,JUICES 7325,WH,D,CA,24,10,0.81,27.55,187101,182,BV25
06160572,GROCERIES  7326,WH,D,CA,40,10,0.37,19.7,000074425,90,GR00
06160573,BEVERAGE  7327,WH,D,CA,32,10,0.46,14.53,000074425,364,BV00
06160574,GROCERIES  7328,WH,D,CA,40,10,0.37,19.7,000074425,90,GR00
06160576,GROCERIES  7329,WH,D,CA,30,4,0.47,8.35,200598,365,GR00
06160581,GROCERIES  7330,WH,D,CA,40,5,1,19.7,000003,,GR00
06160590,BEVERAGE  7331,WH,D,CA,24,10,2.08,34.1,000003,,BV00
06160592,BEVERAGE  7332,WH,D,CA,24,10,2.08,34.55,000003,,BV00
06160594,BEVERAGE  7333,WH,D,CA,24,10,1.39,26.4,200362,,BV00
06160595,GROCERIES  7334,WH,D,CA,24,10,2.08,34.55,000003,,GR00
06160596,BEVERAGE  7335,WH,D,CA,12,10,0.7,12.6,000003,,BV00
06160597,BEVERAGE  7336,WH,D,CA,24,10,2.08,34.55,200362,,BV00
06160598,BEVERAGE  7337,WH,D,CA,12,10,1.1,12.6,200362,,BV00
06160599,BEVERAGE  7338,WH,D,CA,24,10,2.38,34.45,200362,,BV00
06160602,BEVERAGE - SYRUPS 7339,WH,D,CA,12,10,0.24,9,200362,,BV30
06160603,BEVERAGE - SYRUPS 7340,WH,D,CA,12,10,0.24,9,200362,,BV30
06160605,BEVERAGE - SYRUPS 7341,WH,D,CA,12,10,0.24,9,200362,,BV30
06160606,BEVERAGE - SYRUPS 7342,WH,D,CA,12,11,0.24,9,000003,,BV30
06160607,BEVERAGE - SYRUPS 7343,WH,D,CA,12,10,0.24,9,200362,273,BV30
06160609,BEVERAGE - SYRUPS 7344,WH,D,CA,12,10,0.24,8.62,000003,182,BV30
06160610,BEVERAGE  7345,WH,D,CA,24,10,2.46,34.25,000003,,BV00
06160612,BEVERAGE - SYRUPS 7346,WH,D,CA,24,21,1.19,30,200362,182,BV30
06160701,GROCERIES  7349,WH,D,CA,1,25,0.55,24.1,049070,240,GR00
06160702,GROCERIES  7350,WH,D,CA,1,25,0.56,27.15,049070,360,GR00
06160804,GROCERIES  7352,WH,D,CA,1,15,0.69,7.6,016909,,GR00
06160805,GROCERIES  7353,WH,D,CA,1,15,0.84,8.9,016909,,GR00
06160806,GROCERIES  7354,WH,D,CA,1,11,0.38,5.3,023088,305,GR00
06160808,GROCERIES  7355,WH,D,CA,4,10,1.23,10.5,200002,210,GR00
06160809,GROCERIES  7356,WH,D,CA,250,10,1.16,6.2,200002,210,GR00
06160821,GROCERIES  7357,WH,P,CA,100,13,0.4,6.62,200728,180,GR00
06160830,GROCERIES  7358,WH,D,CA,24,7,0.31,3,000003,,GR00
06160831,GROCERIES  7359,WH,D,CA,24,14,0.6,3.8,000003,,GR00
06160832,GROCERIES  7360,WH,D,CA,24,14,1,2.25,000003,,GR00
06160920,GROCERIES  7370,WH,P,CA,48,8,0.53,14,200002,100,GR00
06161006,GROCERIES  7371,WH,D,CA,1,10,1.5,40,000003,120,GR00
06161007,GROCERIES  7372,WH,D,CA,60,15,0.3,6.62,000003,180,GR00
06161007,GROCERIES  7373,WH,P,CA,60,13,0.3,6.62,200728,180,GR00
06161011,BEVERAGE - SYRUPS 7374,WH,D,CA,24,3,1.45,43.75,000003,270,BV30
06161021,DELETE COMMODITY 7375,WH,D,CA,24,2,1.46,39.7,000002,,DL00
06161031,BEVERAGE - SYRUPS 7376,WH,D,CA,24,26,1.45,43.8,000003,270,BV30
06161041,BEVERAGE - SYRUPS 7377,WH,D,CA,30,8,0,22,000003,270,BV30
06161051,BEVERAGE - SYRUPS 7378,WH,D,CA,24,9,0,30,200362,182,BV30
06161053,BEVERAGE  7379,WH,D,CA,120,14,0,1.8,033778,,BV00
06161054,BEVERAGE  7380,WH,D,CA,24,10,2.5,30,200362,180,BV00
06161061,BEVERAGE - SYRUPS 7381,WH,D,CA,24,10,1.87,30,200362,91,BV30
06161071,BEVERAGE  7382,WH,D,CA,12,10,0.6,12.6,200362,,BV00
06161081,BEVERAGE  7383,WH,D,CA,12,10,2.38,12.6,200362,,BV00
06161100,BEVERAGE  7384,WH,D,CA,12,10,0.24,9,200362,273,BV00
06161101,BEVERAGE - SYRUPS 7385,WH,D,CA,24,2,0.49,18,000002,,BV30
06161103,BEVERAGE - SYRUPS 7386,WH,D,CA,12,10,1.41,45,200362,270,BV30
06161449,GROCERIES  7387,WH,D,CA,6,12,0.11,3,033778,,GR00
06161567,GROCERIES  7388,WH,D,CA,20,11,0.49,19.85,200587,365,GR00
06161600,GROCERIES  7389,WH,P,CA,2,2,1,2.42,007032,,GR00
06161601,GROCERIES  7390,WH,P,CA,2,2,1,2.42,007032,,GR00
06161602,GROCERIES  7391,WH,D,CA,6,10,0.27,8.3,000402059,540,GR00
06161603,COFFEE/CHOC. ITEMS 7392,WH,M,CA,100,10,1,1,220396,,GR5015
06161604,GROCERIES  7393,WH,D,CA,2,14,0.61,27.6,049070,120,GR00
06161605,GROCERIES  7394,WH,D,CA,2,14,0.61,31.2,049070,180,GR00
06161608,COFFEE/CHOC. ITEMS 7395,WH,D,CA,150,14,2.25,19,200373,365,GR5015
06161609,COFFEE/CHOC. ITEMS 7396,WH,D,CA,150,14,2.25,15.5,200373,,GR5015
06161612,COFFEE ITEMS 7397,WH,D,CA,24,10,0.85,15,200373,360,BV15
06161613,COFFEE ITEMS 7398,WH,D,CA,24,10,0.85,15,200373,360,BV15
06161614,COFFEE/CHOC. ITEMS 7399,WH,M,LB,6,5,0.28,6,000092675,365,GR5015
06161615,GROCERIES  7400,WH,D,CA,120,13,0.1,0.54,033778,,GR00
